started_at,ended_at,start_station_name,end_station_name,member_casual,rideable_type,trip_duration_min
2024-10-03 16:05:42.989,2024-10-03 16:36:16.057,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,30.551133333333333
2024-10-13 08:05:31.935,2024-10-13 08:36:02.700,Lakefront Trail & Bryn Mawr Ave,,casual,electric_bike,30.51275
2024-10-11 16:01:15.001,2024-10-11 16:31:43.910,DuSable Lake Shore Dr & Belmont Ave,Western Ave & Winnebago Ave,casual,classic_bike,30.481816666666667
2024-10-27 07:45:54.188,2024-10-27 08:16:19.680,DuSable Lake Shore Dr & Monroe St,Green St & Madison St,casual,electric_bike,30.424866666666667
2024-10-05 17:42:09.277,2024-10-05 18:12:33.218,Lakefront Trail & Bryn Mawr Ave,Lincoln Ave & Winona St,member,classic_bike,30.399016666666668
2024-10-05 16:57:39.412,2024-10-05 17:28:03.112,DuSable Lake Shore Dr & Monroe St,McCormick Place,casual,classic_bike,30.395
2024-10-28 09:47:50.725,2024-10-28 10:17:54.630,DuSable Lake Shore Dr & Belmont Ave,Sheridan Rd & Columbia Ave,member,classic_bike,30.065083333333334
2024-10-05 17:45:45.745,2024-10-05 18:15:46.872,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,casual,electric_bike,30.01878333333333
2024-10-17 17:34:23.767,2024-10-17 18:04:19.327,DuSable Lake Shore Dr & Monroe St,Burling St & Diversey Pkwy,member,classic_bike,29.926
2024-10-07 09:33:09.063,2024-10-07 10:03:02.617,DuSable Lake Shore Dr & Monroe St,Shedd Aquarium,casual,electric_bike,29.892566666666667
2024-10-20 17:46:14.245,2024-10-20 18:16:06.630,DuSable Lake Shore Dr & North Blvd,California Ave & North Ave,member,classic_bike,29.873083333333334
2024-10-03 18:48:56.914,2024-10-03 19:18:48.811,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,classic_bike,29.86495
2024-10-01 16:03:29.442,2024-10-01 16:33:10.664,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Oak St,casual,classic_bike,29.687033333333332
2024-10-17 17:44:21.270,2024-10-17 18:14:01.532,DuSable Lake Shore Dr & North Blvd,Broadway & Ridge Ave,member,classic_bike,29.671033333333334
2024-10-13 07:45:31.818,2024-10-13 08:15:05.551,DuSable Lake Shore Dr & Monroe St,Lincoln Park Conservatory,casual,classic_bike,29.562216666666664
2024-10-13 07:46:31.126,2024-10-13 08:15:47.997,DuSable Lake Shore Dr & Wellington Ave,St. Clair St & Erie St,casual,classic_bike,29.281183333333335
2024-10-30 18:52:22.635,2024-10-30 19:21:39.366,DuSable Lake Shore Dr & Monroe St,Sheridan Rd & Montrose Ave,member,classic_bike,29.27885
2024-10-18 18:13:03.596,2024-10-18 18:42:19.748,DuSable Lake Shore Dr & Diversey Pkwy,,casual,electric_bike,29.2692
2024-10-05 08:44:51.755,2024-10-05 09:14:06.913,DuSable Lake Shore Dr & Monroe St,Shedd Aquarium,casual,classic_bike,29.252633333333332
2024-10-24 17:02:40.170,2024-10-24 17:31:54.898,DuSable Lake Shore Dr & Monroe St,Indiana Ave & Roosevelt Rd,casual,classic_bike,29.24546666666667
2024-10-25 18:42:46.441,2024-10-25 19:11:57.195,DuSable Lake Shore Dr & North Blvd,State St & Kinzie St,casual,classic_bike,29.179233333333332
2024-10-17 18:12:49.158,2024-10-17 18:41:59.105,DuSable Lake Shore Dr & Diversey Pkwy,Broadway & Thorndale Ave,member,classic_bike,29.16578333333333
2024-10-26 16:42:31.553,2024-10-26 17:11:41.449,DuSable Lake Shore Dr & Monroe St,Cannon Dr & Fullerton Ave,casual,electric_bike,29.164933333333334
2024-10-05 16:59:06.401,2024-10-05 17:28:09.117,DuSable Lake Shore Dr & Monroe St,McCormick Place,casual,classic_bike,29.045266666666667
2024-10-13 17:02:06.758,2024-10-13 17:31:06.522,DuSable Lake Shore Dr & Diversey Pkwy,Millennium Park,casual,classic_bike,28.996066666666664
2024-10-13 08:40:42.038,2024-10-13 09:09:38.560,DuSable Lake Shore Dr & Wellington Ave,,casual,electric_bike,28.94203333333333
2024-10-06 17:39:21.623,2024-10-06 18:08:14.780,DuSable Lake Shore Dr & Monroe St,Clifton Ave & Armitage Ave,casual,classic_bike,28.885949999999998
2024-10-28 18:37:09.363,2024-10-28 19:06:00.091,DuSable Lake Shore Dr & Monroe St,Indiana Ave & Roosevelt Rd,casual,electric_bike,28.845466666666667
2024-10-05 09:08:44.592,2024-10-05 09:37:35.224,DuSable Lake Shore Dr & North Blvd,Field Museum,member,classic_bike,28.843866666666667
2024-10-30 16:52:14.808,2024-10-30 17:21:04.607,DuSable Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,casual,classic_bike,28.829983333333335
2024-10-11 08:41:49.312,2024-10-11 09:10:34.255,DuSable Lake Shore Dr & North Blvd,Burnham Harbor,casual,classic_bike,28.74905
2024-10-20 16:41:04.585,2024-10-20 17:09:45.311,DuSable Lake Shore Dr & North Blvd,Theater on the Lake,member,classic_bike,28.678766666666668
2024-10-26 18:03:47.005,2024-10-26 18:32:26.294,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,electric_bike,28.654816666666665
2024-10-21 17:32:07.937,2024-10-21 18:00:44.540,DuSable Lake Shore Dr & Monroe St,Adler Planetarium,member,classic_bike,28.61005
2024-10-05 17:46:47.898,2024-10-05 18:15:24.117,DuSable Lake Shore Dr & North Blvd,Michigan Ave & Oak St,casual,classic_bike,28.603650000000002
2024-10-14 18:07:14.989,2024-10-14 18:35:50.014,DuSable Lake Shore Dr & Wellington Ave,Clinton St & Jackson Blvd,member,electric_bike,28.583750000000002
2024-10-01 18:24:14.794,2024-10-01 18:52:44.027,DuSable Lake Shore Dr & Monroe St,Wabash Ave & 16th St,casual,classic_bike,28.487216666666665
2024-10-16 16:18:52.748,2024-10-16 16:47:21.969,DuSable Lake Shore Dr & North Blvd,Green St & Madison St,member,classic_bike,28.487016666666666
2024-10-05 16:51:15.646,2024-10-05 17:19:40.253,Lakefront Trail & Wilson Ave,Rush St & Superior St,casual,electric_bike,28.410116666666667
2024-10-21 08:22:30.892,2024-10-21 08:50:53.710,DuSable Lake Shore Dr & Wellington Ave,Clark St & Berwyn Ave,member,classic_bike,28.3803
2024-10-09 16:34:09.078,2024-10-09 17:02:29.613,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,28.34225
2024-10-20 16:16:12.950,2024-10-20 16:44:25.222,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & Diversey Pkwy,casual,classic_bike,28.204533333333334
2024-10-07 09:10:27.904,2024-10-07 09:38:32.581,DuSable Lake Shore Dr & Belmont Ave,Desplaines St & Kinzie St,member,classic_bike,28.077949999999998
2024-10-21 18:15:41.307,2024-10-21 18:43:43.079,Lakefront Trail & Bryn Mawr Ave,Broadway & Cornelia Ave,member,classic_bike,28.029533333333333
2024-10-05 09:14:27.906,2024-10-05 09:42:28.429,Lakefront Trail & Wilson Ave,Theater on the Lake,member,classic_bike,28.008716666666665
2024-10-07 17:02:17.332,2024-10-07 17:30:17.136,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,27.996733333333335
2024-10-21 16:43:21.922,2024-10-21 17:11:21.585,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,member,classic_bike,27.994383333333335
2024-10-28 18:15:38.319,2024-10-28 18:43:36.515,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & North Blvd,member,classic_bike,27.969933333333334
2024-10-30 16:53:15.769,2024-10-30 17:21:08.759,DuSable Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,casual,classic_bike,27.883166666666668
2024-10-12 18:44:23.517,2024-10-12 19:12:13.452,DuSable Lake Shore Dr & Monroe St,Halsted St & 18th St,casual,classic_bike,27.83225
2024-10-06 16:15:37.468,2024-10-06 16:43:25.934,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,27.807766666666666
2024-10-01 17:12:21.061,2024-10-01 17:40:07.948,DuSable Lake Shore Dr & Monroe St,St. Clair St & Erie St,casual,classic_bike,27.78145
2024-10-26 17:42:43.509,2024-10-26 18:10:17.259,Lakefront Trail & Bryn Mawr Ave,DuSable Lake Shore Dr & North Blvd,member,classic_bike,27.5625
2024-10-08 18:17:09.166,2024-10-08 18:44:40.892,DuSable Lake Shore Dr & Wellington Ave,Leavitt St & Chicago Ave,member,electric_bike,27.52876666666667
2024-10-08 07:11:22.572,2024-10-08 07:38:53.042,DuSable Lake Shore Dr & Belmont Ave,Green St & Randolph St*,member,electric_bike,27.507833333333334
2024-10-11 08:10:59.972,2024-10-11 08:38:22.628,DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Monroe St,member,classic_bike,27.377599999999997
2024-10-31 09:08:38.005,2024-10-31 09:35:50.605,DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Lake St,member,classic_bike,27.209999999999997
2024-10-12 08:57:28.763,2024-10-12 09:24:36.625,DuSable Lake Shore Dr & Monroe St,Wabash Ave & Cermak Rd,casual,electric_bike,27.131033333333335
2024-10-23 09:52:04.371,2024-10-23 10:19:08.344,DuSable Lake Shore Dr & Belmont Ave,St. Clair St & Erie St,casual,classic_bike,27.066216666666666
2024-10-13 16:08:10.283,2024-10-13 16:35:10.479,DuSable Lake Shore Dr & Diversey Pkwy,Monticello Ave & Irving Park Rd,member,electric_bike,27.003266666666665
2024-10-10 16:58:27.474,2024-10-10 17:25:23.322,DuSable Lake Shore Dr & North Blvd,Indiana Ave & Roosevelt Rd,casual,classic_bike,26.930799999999998
2024-10-05 17:25:24.000,2024-10-05 17:52:13.168,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,26.819466666666663
2024-10-25 18:04:59.605,2024-10-25 18:31:39.106,DuSable Lake Shore Dr & Diversey Pkwy,,member,electric_bike,26.65835
2024-10-27 17:25:08.551,2024-10-27 17:51:45.745,DuSable Lake Shore Dr & Monroe St,,member,electric_bike,26.619899999999998
2024-10-12 08:07:14.457,2024-10-12 08:33:43.290,Lakefront Trail & Bryn Mawr Ave,,member,electric_bike,26.48055
2024-10-07 09:51:24.305,2024-10-07 10:17:52.579,DuSable Lake Shore Dr & Monroe St,,casual,electric_bike,26.47123333333333
2024-10-21 17:10:55.413,2024-10-21 17:37:21.968,Lakefront Trail & Bryn Mawr Ave,Sheridan Rd & Loyola Ave,casual,electric_bike,26.442583333333335
2024-10-25 09:16:22.732,2024-10-25 09:42:45.743,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Oak St,casual,classic_bike,26.383516666666665
2024-10-12 16:10:31.411,2024-10-12 16:36:52.777,DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,26.3561
2024-10-25 18:57:23.386,2024-10-25 19:23:41.668,DuSable Lake Shore Dr & Diversey Pkwy,Desplaines St & Jackson Blvd,member,electric_bike,26.3047
2024-10-02 16:41:20.217,2024-10-02 17:07:36.459,DuSable Lake Shore Dr & Wellington Ave,Ravenswood Ave & Lawrence Ave,member,classic_bike,26.270699999999998
2024-10-07 17:48:44.270,2024-10-07 18:15:00.250,DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Diversey Pkwy,casual,classic_bike,26.266333333333332
2024-10-17 17:13:21.248,2024-10-17 17:39:36.662,DuSable Lake Shore Dr & Monroe St,New St & Illinois St,casual,classic_bike,26.256899999999998
2024-10-12 16:22:24.431,2024-10-12 16:48:23.930,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Oak St,casual,classic_bike,25.99165
2024-10-02 16:21:58.313,2024-10-02 16:47:51.505,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,25.886533333333333
2024-10-12 17:55:08.068,2024-10-12 18:20:59.722,DuSable Lake Shore Dr & Monroe St,New St & Illinois St,casual,classic_bike,25.8609
2024-10-19 17:27:09.489,2024-10-19 17:52:52.471,DuSable Lake Shore Dr & North Blvd,Pine Grove Ave & Waveland Ave,casual,classic_bike,25.716366666666666
2024-10-02 09:19:29.409,2024-10-02 09:45:11.510,DuSable Lake Shore Dr & North Blvd,Ashland Ave & Wellington Ave,member,classic_bike,25.701683333333335
2024-10-20 16:17:35.873,2024-10-20 16:43:16.255,DuSable Lake Shore Dr & Belmont Ave,Fairbanks Ct & Grand Ave,member,classic_bike,25.673033333333333
2024-10-20 09:53:51.117,2024-10-20 10:19:27.339,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,25.6037
2024-10-20 17:31:40.623,2024-10-20 17:57:15.225,DuSable Lake Shore Dr & Monroe St,Blue Island Ave & 18th St,member,electric_bike,25.576700000000002
2024-10-08 16:56:17.680,2024-10-08 17:21:51.158,Lakefront Trail & Bryn Mawr Ave,Sheridan Rd & Columbia Ave,member,classic_bike,25.55796666666667
2024-10-29 17:50:07.478,2024-10-29 18:15:28.593,DuSable Lake Shore Dr & Wellington Ave,Broadway & Berwyn Ave,casual,classic_bike,25.351916666666668
2024-10-20 17:29:28.874,2024-10-20 17:54:49.152,DuSable Lake Shore Dr & North Blvd,Sheridan Rd & Buena Ave,member,classic_bike,25.337966666666667
2024-10-11 09:06:15.156,2024-10-11 09:31:28.090,DuSable Lake Shore Dr & Monroe St,Burnham Harbor,casual,classic_bike,25.215566666666668
2024-10-29 16:19:38.460,2024-10-29 16:44:45.892,DuSable Lake Shore Dr & Monroe St,Fairbanks Ct & Grand Ave,casual,classic_bike,25.123866666666668
2024-10-21 16:15:26.841,2024-10-21 16:40:32.464,DuSable Lake Shore Dr & Diversey Pkwy,Monticello Ave & Irving Park Rd,member,electric_bike,25.09371666666667
2024-10-20 09:42:51.287,2024-10-20 10:07:46.073,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,electric_bike,24.9131
2024-10-27 17:12:30.577,2024-10-27 17:37:19.320,Lakefront Trail & Bryn Mawr Ave,DuSable Lake Shore Dr & Wellington Ave,member,classic_bike,24.812383333333333
2024-10-20 18:06:35.021,2024-10-20 18:31:23.441,DuSable Lake Shore Dr & Diversey Pkwy,Kingsbury St & Kinzie St,member,classic_bike,24.807000000000002
2024-10-05 16:45:09.364,2024-10-05 17:09:56.009,DuSable Lake Shore Dr & North Blvd,Clarendon Ave & Junior Ter,member,classic_bike,24.777416666666667
2024-10-05 17:39:25.303,2024-10-05 18:04:03.571,DuSable Lake Shore Dr & Monroe St,Clark St & Elm St,casual,classic_bike,24.637800000000002
2024-10-06 09:18:26.445,2024-10-06 09:43:00.199,DuSable Lake Shore Dr & Diversey Pkwy,Dusable Harbor,member,classic_bike,24.562566666666665
2024-10-12 16:37:59.161,2024-10-12 17:02:23.110,DuSable Lake Shore Dr & Monroe St,Millennium Park,casual,classic_bike,24.399150000000002
2024-10-04 16:27:37.806,2024-10-04 16:51:55.758,DuSable Lake Shore Dr & Diversey Pkwy,Ada St & Washington Blvd,member,electric_bike,24.2992
2024-10-13 08:28:09.602,2024-10-13 08:52:17.844,DuSable Lake Shore Dr & Belmont Ave,LaSalle St & Adams St,casual,electric_bike,24.137366666666665
2024-10-19 17:00:16.225,2024-10-19 17:24:19.350,Lakefront Trail & Bryn Mawr Ave,Bosworth Ave & Howard St,member,classic_bike,24.052083333333332
2024-10-05 17:16:44.643,2024-10-05 17:40:44.315,DuSable Lake Shore Dr & North Blvd,Broadway & Cornelia Ave,casual,classic_bike,23.994533333333333
2024-10-14 17:20:50.512,2024-10-14 17:44:48.622,DuSable Lake Shore Dr & Diversey Pkwy,Orleans St & Hubbard St,member,classic_bike,23.9685
2024-10-05 08:02:18.050,2024-10-05 08:26:14.890,DuSable Lake Shore Dr & Monroe St,Michigan Ave & 14th St,casual,classic_bike,23.947333333333333
2024-10-08 09:49:43.705,2024-10-08 10:13:38.534,DuSable Lake Shore Dr & Diversey Pkwy,Larrabee St & Kingsbury St,member,classic_bike,23.913816666666666
2024-10-20 16:49:54.032,2024-10-20 17:13:42.313,DuSable Lake Shore Dr & Belmont Ave,Winthrop Ave & Lawrence Ave,casual,classic_bike,23.804683333333333
2024-10-14 16:18:21.309,2024-10-14 16:42:07.110,DuSable Lake Shore Dr & North Blvd,Wells St & Polk St,member,classic_bike,23.76335
2024-10-19 17:56:31.553,2024-10-19 18:20:15.307,Lakefront Trail & Bryn Mawr Ave,Southport Ave & Irving Park Rd,casual,classic_bike,23.729233333333333
2024-10-01 08:41:30.566,2024-10-01 09:05:12.900,DuSable Lake Shore Dr & Belmont Ave,Ashland Ave & Blackhawk St,member,classic_bike,23.705566666666666
2024-10-11 09:35:09.337,2024-10-11 09:58:43.651,DuSable Lake Shore Dr & Monroe St,Cannon Dr & Fullerton Ave,member,classic_bike,23.571900000000003
2024-10-16 16:27:51.009,2024-10-16 16:51:12.646,DuSable Lake Shore Dr & Monroe St,Halsted St & 18th St,casual,classic_bike,23.360616666666665
2024-10-18 16:43:54.296,2024-10-18 17:07:15.853,DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Diversey Pkwy,member,classic_bike,23.359283333333334
2024-10-20 16:25:58.773,2024-10-20 16:49:17.762,DuSable Lake Shore Dr & Monroe St,Theater on the Lake,member,classic_bike,23.316483333333334
2024-10-11 16:53:11.702,2024-10-11 17:16:29.402,DuSable Lake Shore Dr & North Blvd,Halsted St & Wrightwood Ave,casual,electric_bike,23.295
2024-10-03 17:57:34.496,2024-10-03 18:20:51.371,DuSable Lake Shore Dr & Monroe St,Broadway & Cornelia Ave,casual,electric_bike,23.28125
2024-10-11 17:46:25.271,2024-10-11 18:09:41.057,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,23.2631
2024-10-09 17:45:24.335,2024-10-09 18:08:39.871,DuSable Lake Shore Dr & Diversey Pkwy,Wells St & Walton St,member,classic_bike,23.258933333333335
2024-10-07 16:30:13.429,2024-10-07 16:53:23.404,DuSable Lake Shore Dr & Diversey Pkwy,Dearborn Pkwy & Delaware Pl,member,classic_bike,23.166249999999998
2024-10-01 09:06:15.015,2024-10-01 09:29:24.898,DuSable Lake Shore Dr & Belmont Ave,Michigan Ave & Jackson Blvd,member,classic_bike,23.164716666666667
2024-10-13 07:42:14.493,2024-10-13 08:05:22.373,DuSable Lake Shore Dr & Monroe St,Clark St & Drummond Pl,casual,electric_bike,23.131333333333334
2024-10-08 18:14:11.892,2024-10-08 18:37:19.690,Lakefront Trail & Bryn Mawr Ave,Sheridan Rd & Argyle St,member,classic_bike,23.129966666666668
2024-10-09 09:46:46.700,2024-10-09 10:09:50.017,DuSable Lake Shore Dr & Belmont Ave,Dearborn St & Erie St,casual,classic_bike,23.055283333333332
2024-10-16 18:03:24.799,2024-10-16 18:26:27.686,Lakefront Trail & Bryn Mawr Ave,Halsted St & Roscoe St,member,electric_bike,23.048116666666665
2024-10-11 17:14:43.129,2024-10-11 17:37:44.344,DuSable Lake Shore Dr & Wellington Ave,Ashland Ave & Division St,member,electric_bike,23.020249999999997
2024-10-05 17:37:25.094,2024-10-05 18:00:24.488,DuSable Lake Shore Dr & Monroe St,Adler Planetarium,member,classic_bike,22.9899
2024-10-26 16:28:49.090,2024-10-26 16:51:41.509,DuSable Lake Shore Dr & Monroe St,Field Museum,casual,classic_bike,22.87365
2024-10-28 17:54:13.837,2024-10-28 18:17:06.220,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & North Blvd,member,classic_bike,22.87305
2024-10-21 16:32:48.242,2024-10-21 16:55:39.064,DuSable Lake Shore Dr & Monroe St,Buckingham Fountain,casual,classic_bike,22.847033333333332
2024-10-26 09:42:56.890,2024-10-26 10:05:46.111,DuSable Lake Shore Dr & Diversey Pkwy,Stetson Ave & South Water St,casual,electric_bike,22.82035
2024-10-25 17:24:34.745,2024-10-25 17:47:23.398,Lakefront Trail & Wilson Ave,,member,electric_bike,22.810883333333333
2024-10-03 18:09:50.695,2024-10-03 18:32:38.852,DuSable Lake Shore Dr & Diversey Pkwy,,casual,electric_bike,22.802616666666665
2024-10-13 16:05:58.376,2024-10-13 16:28:43.067,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,22.74485
2024-10-21 17:03:01.037,2024-10-21 17:25:43.479,DuSable Lake Shore Dr & Monroe St,,member,electric_bike,22.707366666666665
2024-10-04 17:20:31.755,2024-10-04 17:43:13.093,DuSable Lake Shore Dr & Diversey Pkwy,Wells St & Concord Ln,casual,classic_bike,22.688966666666666
2024-10-18 17:49:00.974,2024-10-18 18:11:42.031,DuSable Lake Shore Dr & Wellington Ave,Indiana Ave & Roosevelt Rd,casual,electric_bike,22.684283333333333
2024-10-13 17:06:43.149,2024-10-13 17:29:19.899,DuSable Lake Shore Dr & Monroe St,Fort Dearborn Dr & 31st St*,member,electric_bike,22.6125
2024-10-12 16:29:32.705,2024-10-12 16:52:01.839,DuSable Lake Shore Dr & Wellington Ave,Wells St & Hubbard St,casual,electric_bike,22.485566666666667
2024-10-22 16:26:14.728,2024-10-22 16:48:43.477,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & North Blvd,member,classic_bike,22.47915
2024-10-23 17:18:28.206,2024-10-23 17:40:56.952,DuSable Lake Shore Dr & Diversey Pkwy,Lakefront Trail & Bryn Mawr Ave,member,classic_bike,22.479100000000003
2024-10-07 18:00:57.298,2024-10-07 18:23:25.946,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,member,classic_bike,22.477466666666665
2024-10-17 17:00:58.706,2024-10-17 17:23:24.726,DuSable Lake Shore Dr & Monroe St,Adler Planetarium,casual,classic_bike,22.433666666666667
2024-10-03 09:12:34.718,2024-10-03 09:34:59.776,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,22.417633333333335
2024-10-01 17:23:21.455,2024-10-01 17:45:44.656,DuSable Lake Shore Dr & Belmont Ave,,member,electric_bike,22.386683333333334
2024-10-30 16:47:02.500,2024-10-30 17:09:21.363,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,member,classic_bike,22.314383333333335
2024-10-19 17:54:25.805,2024-10-19 18:16:43.765,Lakefront Trail & Bryn Mawr Ave,Sheridan Rd & Loyola Ave,casual,classic_bike,22.299333333333333
2024-10-11 08:22:39.319,2024-10-11 08:44:52.502,DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Madison St,member,electric_bike,22.219716666666667
2024-10-10 08:06:56.703,2024-10-10 08:29:03.606,DuSable Lake Shore Dr & Diversey Pkwy,LaSalle St & Illinois St,member,classic_bike,22.11505
2024-10-25 16:14:09.380,2024-10-25 16:36:16.254,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,22.11456666666667
2024-10-21 16:11:08.357,2024-10-21 16:33:06.100,DuSable Lake Shore Dr & North Blvd,Pine Grove Ave & Waveland Ave,casual,electric_bike,21.96238333333333
2024-10-04 17:15:24.696,2024-10-04 17:37:17.516,DuSable Lake Shore Dr & Monroe St,Green St & Washington Blvd,member,classic_bike,21.880333333333333
2024-10-09 08:17:36.348,2024-10-09 08:39:26.509,DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Madison St,member,electric_bike,21.83601666666667
2024-10-19 17:16:42.684,2024-10-19 17:38:32.366,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Oak St,casual,classic_bike,21.828033333333334
2024-10-26 18:11:19.373,2024-10-26 18:33:06.404,DuSable Lake Shore Dr & Belmont Ave,Halsted St & Clybourn Ave,casual,classic_bike,21.783849999999997
2024-10-18 16:05:39.790,2024-10-18 16:27:23.347,DuSable Lake Shore Dr & North Blvd,Streeter Dr/Grand Ave,casual,classic_bike,21.72595
2024-10-20 18:32:02.644,2024-10-20 18:53:36.266,Lakefront Trail & Bryn Mawr Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,21.560366666666667
2024-10-09 07:44:25.624,2024-10-09 08:05:42.402,DuSable Lake Shore Dr & Belmont Ave,,member,electric_bike,21.279633333333333
2024-10-17 16:44:50.662,2024-10-17 17:05:57.896,DuSable Lake Shore Dr & Monroe St,Fairbanks Ct & Grand Ave,casual,classic_bike,21.120566666666665
2024-10-11 08:37:51.818,2024-10-11 08:58:58.303,DuSable Lake Shore Dr & North Blvd,Burnham Harbor,casual,electric_bike,21.108083333333333
2024-10-12 09:12:09.377,2024-10-12 09:33:13.410,DuSable Lake Shore Dr & Monroe St,Cityfront Plaza Dr & Pioneer Ct,casual,electric_bike,21.067216666666663
2024-10-09 08:30:28.194,2024-10-09 08:51:30.566,DuSable Lake Shore Dr & Diversey Pkwy,,member,electric_bike,21.039533333333335
2024-10-17 16:44:53.198,2024-10-17 17:05:52.274,DuSable Lake Shore Dr & Monroe St,Fairbanks Ct & Grand Ave,casual,classic_bike,20.9846
2024-10-09 17:31:08.784,2024-10-09 17:52:04.071,DuSable Lake Shore Dr & Wellington Ave,Clark St & Bryn Mawr Ave,member,electric_bike,20.92145
2024-10-30 16:01:22.481,2024-10-30 16:22:15.985,DuSable Lake Shore Dr & North Blvd,Marine Dr & Ainslie St,casual,electric_bike,20.89173333333333
2024-10-19 16:27:31.822,2024-10-19 16:48:18.905,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,member,classic_bike,20.784716666666668
